Daylight temperature [K],Night temperature [K],Heater power [W],Radiator Surface Area [m²],Emmissivity [-],Absorptivity [-]
294.7,268.84,0,8.4,0.19,0.16
294.7,268.84,5,8.4,0.19,0.16
294.7,268.84,10,8.4,0.19,0.16
294.7,268.84,15,8.4,0.19,0.16
294.7,268.84,20,8.4,0.19,0.16
294.7,268.84,25,8.4,0.19,0.16
294.7,268.84,30,8.4,0.19,0.16
294.7,268.84,35,8.4,0.19,0.16
294.19,268.84,0,8.6,0.19,0.16
294.19,268.84,5,8.6,0.19,0.16
294.19,268.84,10,8.6,0.19,0.16
294.19,268.84,15,8.6,0.19,0.16
294.19,268.84,20,8.6,0.19,0.16
294.19,268.84,25,8.6,0.19,0.16
294.19,268.84,30,8.6,0.19,0.16
294.19,268.84,35,8.6,0.19,0.16
293.7,268.84,0,8.8,0.19,0.16
293.7,268.84,5,8.8,0.19,0.16
293.7,268.84,10,8.8,0.19,0.16
293.7,268.84,15,8.8,0.19,0.16
293.7,268.84,20,8.8,0.19,0.16
293.7,268.84,25,8.8,0.19,0.16
293.7,268.84,30,8.8,0.19,0.16
293.7,268.84,35,8.8,0.19,0.16
293.22,268.84,0,9.0,0.19,0.16
293.22,268.84,5,9.0,0.19,0.16
293.22,268.84,10,9.0,0.19,0.16
293.22,268.84,15,9.0,0.19,0.16
293.22,268.84,20,9.0,0.19,0.16
293.22,268.84,25,9.0,0.19,0.16
293.22,268.84,30,9.0,0.19,0.16
293.22,268.84,35,9.0,0.19,0.16
292.75,268.84,0,9.2,0.19,0.16
292.75,268.84,5,9.2,0.19,0.16
292.75,268.84,10,9.2,0.19,0.16
292.75,268.84,15,9.2,0.19,0.16
292.75,268.84,20,9.2,0.19,0.16
292.75,268.84,25,9.2,0.19,0.16
292.75,268.84,30,9.2,0.19,0.16
292.75,268.84,35,9.2,0.19,0.16
292.3,268.84,0,9.4,0.19,0.16
292.3,268.84,5,9.4,0.19,0.16
292.3,268.84,10,9.4,0.19,0.16
292.3,268.84,15,9.4,0.19,0.16
292.3,268.84,20,9.4,0.19,0.16
292.3,268.84,25,9.4,0.19,0.16
292.3,268.84,30,9.4,0.19,0.16
292.3,268.84,35,9.4,0.19,0.16
291.87,268.84,0,9.6,0.19,0.16
291.87,268.84,5,9.6,0.19,0.16
291.87,268.84,10,9.6,0.19,0.16
291.87,268.84,15,9.6,0.19,0.16
291.87,268.84,20,9.6,0.19,0.16
291.87,268.84,25,9.6,0.19,0.16
291.87,268.84,30,9.6,0.19,0.16
291.87,268.84,35,9.6,0.19,0.16
291.44,268.84,0,9.8,0.19,0.16
291.44,268.84,5,9.8,0.19,0.16
291.44,268.84,10,9.8,0.19,0.16
291.44,268.84,15,9.8,0.19,0.16
291.44,268.84,20,9.8,0.19,0.16
291.44,268.84,25,9.8,0.19,0.16
291.44,268.84,30,9.8,0.19,0.16
291.44,268.84,35,9.8,0.19,0.16
310.45,267.25,0,4.2,0.195,0.16
310.45,267.25,5,4.2,0.195,0.16
310.45,267.25,10,4.2,0.195,0.16
310.45,267.25,15,4.2,0.195,0.16
310.45,267.25,20,4.2,0.195,0.16
310.45,267.25,25,4.2,0.195,0.16
310.45,267.25,30,4.2,0.195,0.16
310.45,267.25,35,4.2,0.195,0.16
309.31,267.25,0,4.4,0.195,0.16
309.31,267.25,5,4.4,0.195,0.16
309.31,267.25,10,4.4,0.195,0.16
309.31,267.25,15,4.4,0.195,0.16
309.31,267.25,20,4.4,0.195,0.16
309.31,267.25,25,4.4,0.195,0.16
309.31,267.25,30,4.4,0.195,0.16
309.31,267.25,35,4.4,0.195,0.16
308.23,267.25,0,4.6,0.195,0.16
308.23,267.25,5,4.6,0.195,0.16
308.23,267.25,10,4.6,0.195,0.16
308.23,267.25,15,4.6,0.195,0.16
308.23,267.25,20,4.6,0.195,0.16
308.23,267.25,25,4.6,0.195,0.16
308.23,267.25,30,4.6,0.195,0.16
308.23,267.25,35,4.6,0.195,0.16
307.2,267.25,0,4.8,0.195,0.16
307.2,267.25,5,4.8,0.195,0.16
307.2,267.25,10,4.8,0.195,0.16
307.2,267.25,15,4.8,0.195,0.16
307.2,267.25,20,4.8,0.195,0.16
307.2,267.25,25,4.8,0.195,0.16
307.2,267.25,30,4.8,0.195,0.16
307.2,267.25,35,4.8,0.195,0.16
306.21,267.25,0,5.0,0.195,0.16
306.21,267.25,5,5.0,0.195,0.16
306.21,267.25,10,5.0,0.195,0.16
306.21,267.25,15,5.0,0.195,0.16
306.21,267.25,20,5.0,0.195,0.16
306.21,267.25,25,5.0,0.195,0.16
306.21,267.25,30,5.0,0.195,0.16
306.21,267.25,35,5.0,0.195,0.16
305.27,267.25,0,5.2,0.195,0.16
305.27,267.25,5,5.2,0.195,0.16
305.27,267.25,10,5.2,0.195,0.16
305.27,267.25,15,5.2,0.195,0.16
305.27,267.25,20,5.2,0.195,0.16
305.27,267.25,25,5.2,0.195,0.16
305.27,267.25,30,5.2,0.195,0.16
305.27,267.25,35,5.2,0.195,0.16
304.36,267.25,0,5.4,0.195,0.16
304.36,267.25,5,5.4,0.195,0.16
304.36,267.25,10,5.4,0.195,0.16
304.36,267.25,15,5.4,0.195,0.16
304.36,267.25,20,5.4,0.195,0.16
304.36,267.25,25,5.4,0.195,0.16
304.36,267.25,30,5.4,0.195,0.16
304.36,267.25,35,5.4,0.195,0.16
303.5,267.25,0,5.6,0.195,0.16
303.5,267.25,5,5.6,0.195,0.16
303.5,267.25,10,5.6,0.195,0.16
303.5,267.25,15,5.6,0.195,0.16
303.5,267.25,20,5.6,0.195,0.16
303.5,267.25,25,5.6,0.195,0.16
303.5,267.25,30,5.6,0.195,0.16
303.5,267.25,35,5.6,0.195,0.16
302.67,267.25,0,5.8,0.195,0.16
302.67,267.25,5,5.8,0.195,0.16
302.67,267.25,10,5.8,0.195,0.16
302.67,267.25,15,5.8,0.195,0.16
302.67,267.25,20,5.8,0.195,0.16
302.67,267.25,25,5.8,0.195,0.16
302.67,267.25,30,5.8,0.195,0.16
302.67,267.25,35,5.8,0.195,0.16
301.87,267.25,0,6.0,0.195,0.16
301.87,267.25,5,6.0,0.195,0.16
301.87,267.25,10,6.0,0.195,0.16
301.87,267.25,15,6.0,0.195,0.16
301.87,267.25,20,6.0,0.195,0.16
301.87,267.25,25,6.0,0.195,0.16
301.87,267.25,30,6.0,0.195,0.16
301.87,267.25,35,6.0,0.195,0.16
301.11,267.25,0,6.2,0.195,0.16
301.11,267.25,5,6.2,0.195,0.16
301.11,267.25,10,6.2,0.195,0.16
301.11,267.25,15,6.2,0.195,0.16
301.11,267.25,20,6.2,0.195,0.16
301.11,267.25,25,6.2,0.195,0.16
301.11,267.25,30,6.2,0.195,0.16
301.11,267.25,35,6.2,0.195,0.16
300.37,267.25,0,6.4,0.195,0.16
300.37,267.25,5,6.4,0.195,0.16
300.37,267.25,10,6.4,0.195,0.16
300.37,267.25,15,6.4,0.195,0.16
300.37,267.25,20,6.4,0.195,0.16
300.37,267.25,25,6.4,0.195,0.16
300.37,267.25,30,6.4,0.195,0.16
300.37,267.25,35,6.4,0.195,0.16
299.66,267.25,0,6.6,0.195,0.16
299.66,267.25,5,6.6,0.195,0.16
299.66,267.25,10,6.6,0.195,0.16
299.66,267.25,15,6.6,0.195,0.16
299.66,267.25,20,6.6,0.195,0.16
299.66,267.25,25,6.6,0.195,0.16
299.66,267.25,30,6.6,0.195,0.16
299.66,267.25,35,6.6,0.195,0.16
298.98,267.25,0,6.8,0.195,0.16
298.98,267.25,5,6.8,0.195,0.16
298.98,267.25,10,6.8,0.195,0.16
298.98,267.25,15,6.8,0.195,0.16
298.98,267.25,20,6.8,0.195,0.16
298.98,267.25,25,6.8,0.195,0.16
298.98,267.25,30,6.8,0.195,0.16
298.98,267.25,35,6.8,0.195,0.16
298.32,267.25,0,7.0,0.195,0.16
298.32,267.25,5,7.0,0.195,0.16
298.32,267.25,10,7.0,0.195,0.16
298.32,267.25,15,7.0,0.195,0.16
298.32,267.25,20,7.0,0.195,0.16
298.32,267.25,25,7.0,0.195,0.16
298.32,267.25,30,7.0,0.195,0.16
298.32,267.25,35,7.0,0.195,0.16
297.69,267.25,0,7.2,0.195,0.16
297.69,267.25,5,7.2,0.195,0.16
297.69,267.25,10,7.2,0.195,0.16
297.69,267.25,15,7.2,0.195,0.16
297.69,267.25,20,7.2,0.195,0.16
297.69,267.25,25,7.2,0.195,0.16
297.69,267.25,30,7.2,0.195,0.16
297.69,267.25,35,7.2,0.195,0.16
297.07,267.25,0,7.4,0.195,0.16
297.07,267.25,5,7.4,0.195,0.16
297.07,267.25,10,7.4,0.195,0.16
297.07,267.25,15,7.4,0.195,0.16
297.07,267.25,20,7.4,0.195,0.16
297.07,267.25,25,7.4,0.195,0.16
297.07,267.25,30,7.4,0.195,0.16
297.07,267.25,35,7.4,0.195,0.16
296.48,267.25,0,7.6,0.195,0.16
296.48,267.25,5,7.6,0.195,0.16
296.48,267.25,10,7.6,0.195,0.16
296.48,267.25,15,7.6,0.195,0.16
296.48,267.25,20,7.6,0.195,0.16
296.48,267.25,25,7.6,0.195,0.16
296.48,267.25,30,7.6,0.195,0.16
296.48,267.25,35,7.6,0.195,0.16
295.91,267.25,0,7.8,0.195,0.16
295.91,267.25,5,7.8,0.195,0.16
295.91,267.25,10,7.8,0.195,0.16
295.91,267.25,15,7.8,0.195,0.16
295.91,267.25,20,7.8,0.195,0.16
295.91,267.25,25,7.8,0.195,0.16
295.91,267.25,30,7.8,0.195,0.16
295.91,267.25,35,7.8,0.195,0.16
295.36,267.25,0,8.0,0.195,0.16
295.36,267.25,5,8.0,0.195,0.16
295.36,267.25,10,8.0,0.195,0.16
295.36,267.25,15,8.0,0.195,0.16
295.36,267.25,20,8.0,0.195,0.16
295.36,267.25,25,8.0,0.195,0.16
295.36,267.25,30,8.0,0.195,0.16
295.36,267.25,35,8.0,0.195,0.16
294.82,267.25,0,8.2,0.195,0.16
294.82,267.25,5,8.2,0.195,0.16
294.82,267.25,10,8.2,0.195,0.16
294.82,267.25,15,8.2,0.195,0.16
294.82,267.25,20,8.2,0.195,0.16
294.82,267.25,25,8.2,0.195,0.16
294.82,267.25,30,8.2,0.195,0.16
294.82,267.25,35,8.2,0.195,0.16
294.31,267.25,0,8.4,0.195,0.16
294.31,267.25,5,8.4,0.195,0.16
294.31,267.25,10,8.4,0.195,0.16
294.31,267.25,15,8.4,0.195,0.16
294.31,267.25,20,8.4,0.195,0.16
294.31,267.25,25,8.4,0.195,0.16
294.31,267.25,30,8.4,0.195,0.16
294.31,267.25,35,8.4,0.195,0.16
293.8,267.25,0,8.6,0.195,0.16
293.8,267.25,5,8.6,0.195,0.16
293.8,267.25,10,8.6,0.195,0.16
293.8,267.25,15,8.6,0.195,0.16
293.8,267.25,20,8.6,0.195,0.16
293.8,267.25,25,8.6,0.195,0.16
293.8,267.25,30,8.6,0.195,0.16
293.8,267.25,35,8.6,0.195,0.16
293.32,267.25,0,8.8,0.195,0.16
293.32,267.25,5,8.8,0.195,0.16
293.32,267.25,10,8.8,0.195,0.16
293.32,267.25,15,8.8,0.195,0.16
293.32,267.25,20,8.8,0.195,0.16
293.32,267.25,25,8.8,0.195,0.16
293.32,267.25,30,8.8,0.195,0.16
293.32,267.25,35,8.8,0.195,0.16
292.85,267.25,0,9.0,0.195,0.16
292.85,267.25,5,9.0,0.195,0.16
292.85,267.25,10,9.0,0.195,0.16
292.85,267.25,15,9.0,0.195,0.16
292.85,267.25,20,9.0,0.195,0.16
292.85,267.25,25,9.0,0.195,0.16
292.85,267.25,30,9.0,0.195,0.16
292.85,267.25,35,9.0,0.195,0.16
292.39,267.25,0,9.2,0.195,0.16
292.39,267.25,5,9.2,0.195,0.16
292.39,267.25,10,9.2,0.195,0.16
292.39,267.25,15,9.2,0.195,0.16
292.39,267.25,20,9.2,0.195,0.16
292.39,267.25,25,9.2,0.195,0.16
292.39,267.25,30,9.2,0.195,0.16
292.39,267.25,35,9.2,0.195,0.16
291.95,267.25,0,9.4,0.195,0.16
291.95,267.25,5,9.4,0.195,0.16
291.95,267.25,10,9.4,0.195,0.16
291.95,267.25,15,9.4,0.195,0.16
291.95,267.25,20,9.4,0.195,0.16
291.95,267.25,25,9.4,0.195,0.16
291.95,267.25,30,9.4,0.195,0.16
291.95,267.25,35,9.4,0.195,0.16
291.52,267.25,0,9.6,0.195,0.16
291.52,267.25,5,9.6,0.195,0.16
291.52,267.25,10,9.6,0.195,0.16
291.52,267.25,15,9.6,0.195,0.16
291.52,267.25,20,9.6,0.195,0.16
291.52,267.25,25,9.6,0.195,0.16
291.52,267.25,30,9.6,0.195,0.16
291.52,267.25,35,9.6,0.195,0.16
291.1,267.25,0,9.8,0.195,0.16
291.1,267.25,5,9.8,0.195,0.16
291.1,267.25,10,9.8,0.195,0.16
291.1,267.25,15,9.8,0.195,0.16
291.1,267.25,20,9.8,0.195,0.16
291.1,267.25,25,9.8,0.195,0.16
291.1,267.25,30,9.8,0.195,0.16
291.1,267.25,35,9.8,0.195,0.16
311.05,308.66,0,2.8,0.105,0.08
311.05,308.66,5,2.8,0.105,0.08
311.05,308.66,10,2.8,0.105,0.08
311.05,308.66,15,2.8,0.105,0.08
311.05,308.66,20,2.8,0.105,0.08
311.05,308.66,25,2.8,0.105,0.08
311.05,308.66,30,2.8,0.105,0.08
311.05,308.66,35,2.8,0.105,0.08
309.22,308.66,0,3.0,0.105,0.08
309.22,308.66,5,3.0,0.105,0.08
309.22,308.66,10,3.0,0.105,0.08
309.22,308.66,15,3.0,0.105,0.08
309.22,308.66,20,3.0,0.105,0.08
309.22,308.66,25,3.0,0.105,0.08
309.22,308.66,30,3.0,0.105,0.08
309.22,308.66,35,3.0,0.105,0.08
307.54,308.66,0,3.2,0.105,0.08
307.54,308.66,5,3.2,0.105,0.08
307.54,308.66,10,3.2,0.105,0.08
307.54,308.66,15,3.2,0.105,0.08
307.54,308.66,20,3.2,0.105,0.08
307.54,308.66,25,3.2,0.105,0.08
307.54,308.66,30,3.2,0.105,0.08
307.54,308.66,35,3.2,0.105,0.08
305.97,308.66,0,3.4,0.105,0.08
305.97,308.66,5,3.4,0.105,0.08
305.97,308.66,10,3.4,0.105,0.08
305.97,308.66,15,3.4,0.105,0.08
305.97,308.66,20,3.4,0.105,0.08
305.97,308.66,25,3.4,0.105,0.08
305.97,308.66,30,3.4,0.105,0.08
305.97,308.66,35,3.4,0.105,0.08
304.5,308.66,0,3.6,0.105,0.08
304.5,308.66,5,3.6,0.105,0.08
304.5,308.66,10,3.6,0.105,0.08
304.5,308.66,15,3.6,0.105,0.08
304.5,308.66,20,3.6,0.105,0.08
304.5,308.66,25,3.6,0.105,0.08
304.5,308.66,30,3.6,0.105,0.08
304.5,308.66,35,3.6,0.105,0.08
303.14,308.66,0,3.8,0.105,0.08
303.14,308.66,5,3.8,0.105,0.08
303.14,308.66,10,3.8,0.105,0.08
303.14,308.66,15,3.8,0.105,0.08
303.14,308.66,20,3.8,0.105,0.08
303.14,308.66,25,3.8,0.105,0.08
303.14,308.66,30,3.8,0.105,0.08
303.14,308.66,35,3.8,0.105,0.08
301.86,308.66,0,4.0,0.105,0.08
301.86,308.66,5,4.0,0.105,0.08
301.86,308.66,10,4.0,0.105,0.08
301.86,308.66,15,4.0,0.105,0.08
301.86,308.66,20,4.0,0.105,0.08
301.86,308.66,25,4.0,0.105,0.08
301.86,308.66,30,4.0,0.105,0.08
301.86,308.66,35,4.0,0.105,0.08
300.66,308.66,0,4.2,0.105,0.08
300.66,308.66,5,4.2,0.105,0.08
300.66,308.66,10,4.2,0.105,0.08
300.66,308.66,15,4.2,0.105,0.08
300.66,308.66,20,4.2,0.105,0.08
300.66,308.66,25,4.2,0.105,0.08
300.66,308.66,30,4.2,0.105,0.08
300.66,308.66,35,4.2,0.105,0.08
299.53,308.66,0,4.4,0.105,0.08
299.53,308.66,5,4.4,0.105,0.08
299.53,308.66,10,4.4,0.105,0.08
299.53,308.66,15,4.4,0.105,0.08
299.53,308.66,20,4.4,0.105,0.08
299.53,308.66,25,4.4,0.105,0.08
299.53,308.66,30,4.4,0.105,0.08
299.53,308.66,35,4.4,0.105,0.08
298.46,308.66,0,4.6,0.105,0.08
298.46,308.66,5,4.6,0.105,0.08
298.46,308.66,10,4.6,0.105,0.08
298.46,308.66,15,4.6,0.105,0.08
298.46,308.66,20,4.6,0.105,0.08
298.46,308.66,25,4.6,0.105,0.08
298.46,308.66,30,4.6,0.105,0.08
298.46,308.66,35,4.6,0.105,0.08
297.46,308.66,0,4.8,0.105,0.08
297.46,308.66,5,4.8,0.105,0.08
297.46,308.66,10,4.8,0.105,0.08
297.46,308.66,15,4.8,0.105,0.08
297.46,308.66,20,4.8,0.105,0.08
297.46,308.66,25,4.8,0.105,0.08
297.46,308.66,30,4.8,0.105,0.08
297.46,308.66,35,4.8,0.105,0.08
296.51,308.66,0,5.0,0.105,0.08
296.51,308.66,5,5.0,0.105,0.08
296.51,308.66,10,5.0,0.105,0.08
296.51,308.66,15,5.0,0.105,0.08
296.51,308.66,20,5.0,0.105,0.08
296.51,308.66,25,5.0,0.105,0.08
296.51,308.66,30,5.0,0.105,0.08
296.51,308.66,35,5.0,0.105,0.08
295.61,308.66,0,5.2,0.105,0.08
295.61,308.66,5,5.2,0.105,0.08
295.61,308.66,10,5.2,0.105,0.08
295.61,308.66,15,5.2,0.105,0.08
295.61,308.66,20,5.2,0.105,0.08
295.61,308.66,25,5.2,0.105,0.08
295.61,308.66,30,5.2,0.105,0.08
295.61,308.66,35,5.2,0.105,0.08
294.76,308.66,0,5.4,0.105,0.08
294.76,308.66,5,5.4,0.105,0.08
294.76,308.66,10,5.4,0.105,0.08
294.76,308.66,15,5.4,0.105,0.08
294.76,308.66,20,5.4,0.105,0.08
294.76,308.66,25,5.4,0.105,0.08
294.76,308.66,30,5.4,0.105,0.08
294.76,308.66,35,5.4,0.105,0.08
293.94,308.66,0,5.6,0.105,0.08
293.94,308.66,5,5.6,0.105,0.08
293.94,308.66,10,5.6,0.105,0.08
293.94,308.66,15,5.6,0.105,0.08
293.94,308.66,20,5.6,0.105,0.08
293.94,308.66,25,5.6,0.105,0.08
293.94,308.66,30,5.6,0.105,0.08
293.94,308.66,35,5.6,0.105,0.08
293.17,308.66,0,5.8,0.105,0.08
293.17,308.66,5,5.8,0.105,0.08
293.17,308.66,10,5.8,0.105,0.08
293.17,308.66,15,5.8,0.105,0.08
293.17,308.66,20,5.8,0.105,0.08
293.17,308.66,25,5.8,0.105,0.08
293.17,308.66,30,5.8,0.105,0.08
293.17,308.66,35,5.8,0.105,0.08
292.44,308.66,0,6.0,0.105,0.08
292.44,308.66,5,6.0,0.105,0.08
292.44,308.66,10,6.0,0.105,0.08
292.44,308.66,15,6.0,0.105,0.08
292.44,308.66,20,6.0,0.105,0.08
292.44,308.66,25,6.0,0.105,0.08
292.44,308.66,30,6.0,0.105,0.08
292.44,308.66,35,6.0,0.105,0.08
291.74,308.66,0,6.2,0.105,0.08
291.74,308.66,5,6.2,0.105,0.08
291.74,308.66,10,6.2,0.105,0.08
291.74,308.66,15,6.2,0.105,0.08
291.74,308.66,20,6.2,0.105,0.08
291.74,308.66,25,6.2,0.105,0.08
291.74,308.66,30,6.2,0.105,0.08
291.74,308.66,35,6.2,0.105,0.08
291.07,308.66,0,6.4,0.105,0.08
291.07,308.66,5,6.4,0.105,0.08
291.07,308.66,10,6.4,0.105,0.08
291.07,308.66,15,6.4,0.105,0.08
291.07,308.66,20,6.4,0.105,0.08
291.07,308.66,25,6.4,0.105,0.08
291.07,308.66,30,6.4,0.105,0.08
291.07,308.66,35,6.4,0.105,0.08
