Daylight temperature [K],Night temperature [K],Heater power [W],Radiator Surface Area [m²],Emmissivity [-],Absorptivity [-]
301.19,286.11,0,6.4,0.145,0.14
301.19,286.11,5,6.4,0.145,0.14
301.19,286.11,10,6.4,0.145,0.14
301.19,286.11,15,6.4,0.145,0.14
301.19,286.11,20,6.4,0.145,0.14
301.19,286.11,25,6.4,0.145,0.14
301.19,286.11,30,6.4,0.145,0.14
301.19,286.11,35,6.4,0.145,0.14
300.42,286.11,0,6.6,0.145,0.14
300.42,286.11,5,6.6,0.145,0.14
300.42,286.11,10,6.6,0.145,0.14
300.42,286.11,15,6.6,0.145,0.14
300.42,286.11,20,6.6,0.145,0.14
300.42,286.11,25,6.6,0.145,0.14
300.42,286.11,30,6.6,0.145,0.14
300.42,286.11,35,6.6,0.145,0.14
299.68,286.11,0,6.8,0.145,0.14
299.68,286.11,5,6.8,0.145,0.14
299.68,286.11,10,6.8,0.145,0.14
299.68,286.11,15,6.8,0.145,0.14
299.68,286.11,20,6.8,0.145,0.14
299.68,286.11,25,6.8,0.145,0.14
299.68,286.11,30,6.8,0.145,0.14
299.68,286.11,35,6.8,0.145,0.14
298.96,286.11,0,7.0,0.145,0.14
298.96,286.11,5,7.0,0.145,0.14
298.96,286.11,10,7.0,0.145,0.14
298.96,286.11,15,7.0,0.145,0.14
298.96,286.11,20,7.0,0.145,0.14
298.96,286.11,25,7.0,0.145,0.14
298.96,286.11,30,7.0,0.145,0.14
298.96,286.11,35,7.0,0.145,0.14
298.27,286.11,0,7.2,0.145,0.14
298.27,286.11,5,7.2,0.145,0.14
298.27,286.11,10,7.2,0.145,0.14
298.27,286.11,15,7.2,0.145,0.14
298.27,286.11,20,7.2,0.145,0.14
298.27,286.11,25,7.2,0.145,0.14
298.27,286.11,30,7.2,0.145,0.14
298.27,286.11,35,7.2,0.145,0.14
297.61,286.11,0,7.4,0.145,0.14
297.61,286.11,5,7.4,0.145,0.14
297.61,286.11,10,7.4,0.145,0.14
297.61,286.11,15,7.4,0.145,0.14
297.61,286.11,20,7.4,0.145,0.14
297.61,286.11,25,7.4,0.145,0.14
297.61,286.11,30,7.4,0.145,0.14
297.61,286.11,35,7.4,0.145,0.14
296.97,286.11,0,7.6,0.145,0.14
296.97,286.11,5,7.6,0.145,0.14
296.97,286.11,10,7.6,0.145,0.14
296.97,286.11,15,7.6,0.145,0.14
296.97,286.11,20,7.6,0.145,0.14
296.97,286.11,25,7.6,0.145,0.14
296.97,286.11,30,7.6,0.145,0.14
296.97,286.11,35,7.6,0.145,0.14
296.36,286.11,0,7.8,0.145,0.14
296.36,286.11,5,7.8,0.145,0.14
296.36,286.11,10,7.8,0.145,0.14
296.36,286.11,15,7.8,0.145,0.14
296.36,286.11,20,7.8,0.145,0.14
296.36,286.11,25,7.8,0.145,0.14
296.36,286.11,30,7.8,0.145,0.14
296.36,286.11,35,7.8,0.145,0.14
295.76,286.11,0,8.0,0.145,0.14
295.76,286.11,5,8.0,0.145,0.14
295.76,286.11,10,8.0,0.145,0.14
295.76,286.11,15,8.0,0.145,0.14
295.76,286.11,20,8.0,0.145,0.14
295.76,286.11,25,8.0,0.145,0.14
295.76,286.11,30,8.0,0.145,0.14
295.76,286.11,35,8.0,0.145,0.14
295.19,286.11,0,8.2,0.145,0.14
295.19,286.11,5,8.2,0.145,0.14
295.19,286.11,10,8.2,0.145,0.14
295.19,286.11,15,8.2,0.145,0.14
295.19,286.11,20,8.2,0.145,0.14
295.19,286.11,25,8.2,0.145,0.14
295.19,286.11,30,8.2,0.145,0.14
295.19,286.11,35,8.2,0.145,0.14
294.64,286.11,0,8.4,0.145,0.14
294.64,286.11,5,8.4,0.145,0.14
294.64,286.11,10,8.4,0.145,0.14
294.64,286.11,15,8.4,0.145,0.14
294.64,286.11,20,8.4,0.145,0.14
294.64,286.11,25,8.4,0.145,0.14
294.64,286.11,30,8.4,0.145,0.14
294.64,286.11,35,8.4,0.145,0.14
294.1,286.11,0,8.6,0.145,0.14
294.1,286.11,5,8.6,0.145,0.14
294.1,286.11,10,8.6,0.145,0.14
294.1,286.11,15,8.6,0.145,0.14
294.1,286.11,20,8.6,0.145,0.14
294.1,286.11,25,8.6,0.145,0.14
294.1,286.11,30,8.6,0.145,0.14
294.1,286.11,35,8.6,0.145,0.14
293.58,286.11,0,8.8,0.145,0.14
293.58,286.11,5,8.8,0.145,0.14
293.58,286.11,10,8.8,0.145,0.14
293.58,286.11,15,8.8,0.145,0.14
293.58,286.11,20,8.8,0.145,0.14
293.58,286.11,25,8.8,0.145,0.14
293.58,286.11,30,8.8,0.145,0.14
293.58,286.11,35,8.8,0.145,0.14
293.08,286.11,0,9.0,0.145,0.14
293.08,286.11,5,9.0,0.145,0.14
293.08,286.11,10,9.0,0.145,0.14
293.08,286.11,15,9.0,0.145,0.14
293.08,286.11,20,9.0,0.145,0.14
293.08,286.11,25,9.0,0.145,0.14
293.08,286.11,30,9.0,0.145,0.14
293.08,286.11,35,9.0,0.145,0.14
292.59,286.11,0,9.2,0.145,0.14
292.59,286.11,5,9.2,0.145,0.14
292.59,286.11,10,9.2,0.145,0.14
292.59,286.11,15,9.2,0.145,0.14
292.59,286.11,20,9.2,0.145,0.14
292.59,286.11,25,9.2,0.145,0.14
292.59,286.11,30,9.2,0.145,0.14
292.59,286.11,35,9.2,0.145,0.14
292.12,286.11,0,9.4,0.145,0.14
292.12,286.11,5,9.4,0.145,0.14
292.12,286.11,10,9.4,0.145,0.14
292.12,286.11,15,9.4,0.145,0.14
292.12,286.11,20,9.4,0.145,0.14
292.12,286.11,25,9.4,0.145,0.14
292.12,286.11,30,9.4,0.145,0.14
292.12,286.11,35,9.4,0.145,0.14
291.67,286.11,0,9.6,0.145,0.14
291.67,286.11,5,9.6,0.145,0.14
291.67,286.11,10,9.6,0.145,0.14
291.67,286.11,15,9.6,0.145,0.14
291.67,286.11,20,9.6,0.145,0.14
291.67,286.11,25,9.6,0.145,0.14
291.67,286.11,30,9.6,0.145,0.14
291.67,286.11,35,9.6,0.145,0.14
291.23,286.11,0,9.8,0.145,0.14
291.23,286.11,5,9.8,0.145,0.14
291.23,286.11,10,9.8,0.145,0.14
291.23,286.11,15,9.8,0.145,0.14
291.23,286.11,20,9.8,0.145,0.14
291.23,286.11,25,9.8,0.145,0.14
291.23,286.11,30,9.8,0.145,0.14
291.23,286.11,35,9.8,0.145,0.14
310.42,283.86,0,4.4,0.15,0.14
310.42,283.86,5,4.4,0.15,0.14
310.42,283.86,10,4.4,0.15,0.14
310.42,283.86,15,4.4,0.15,0.14
310.42,283.86,20,4.4,0.15,0.14
310.42,283.86,25,4.4,0.15,0.14
310.42,283.86,30,4.4,0.15,0.14
310.42,283.86,35,4.4,0.15,0.14
309.22,283.86,0,4.6,0.15,0.14
309.22,283.86,5,4.6,0.15,0.14
309.22,283.86,10,4.6,0.15,0.14
309.22,283.86,15,4.6,0.15,0.14
309.22,283.86,20,4.6,0.15,0.14
309.22,283.86,25,4.6,0.15,0.14
309.22,283.86,30,4.6,0.15,0.14
309.22,283.86,35,4.6,0.15,0.14
308.08,283.86,0,4.8,0.15,0.14
308.08,283.86,5,4.8,0.15,0.14
308.08,283.86,10,4.8,0.15,0.14
308.08,283.86,15,4.8,0.15,0.14
308.08,283.86,20,4.8,0.15,0.14
308.08,283.86,25,4.8,0.15,0.14
308.08,283.86,30,4.8,0.15,0.14
308.08,283.86,35,4.8,0.15,0.14
307.0,283.86,0,5.0,0.15,0.14
307.0,283.86,5,5.0,0.15,0.14
307.0,283.86,10,5.0,0.15,0.14
307.0,283.86,15,5.0,0.15,0.14
307.0,283.86,20,5.0,0.15,0.14
307.0,283.86,25,5.0,0.15,0.14
307.0,283.86,30,5.0,0.15,0.14
307.0,283.86,35,5.0,0.15,0.14
305.97,283.86,0,5.2,0.15,0.14
305.97,283.86,5,5.2,0.15,0.14
305.97,283.86,10,5.2,0.15,0.14
305.97,283.86,15,5.2,0.15,0.14
305.97,283.86,20,5.2,0.15,0.14
305.97,283.86,25,5.2,0.15,0.14
305.97,283.86,30,5.2,0.15,0.14
305.97,283.86,35,5.2,0.15,0.14
304.98,283.86,0,5.4,0.15,0.14
304.98,283.86,5,5.4,0.15,0.14
304.98,283.86,10,5.4,0.15,0.14
304.98,283.86,15,5.4,0.15,0.14
304.98,283.86,20,5.4,0.15,0.14
304.98,283.86,25,5.4,0.15,0.14
304.98,283.86,30,5.4,0.15,0.14
304.98,283.86,35,5.4,0.15,0.14
304.04,283.86,0,5.6,0.15,0.14
304.04,283.86,5,5.6,0.15,0.14
304.04,283.86,10,5.6,0.15,0.14
304.04,283.86,15,5.6,0.15,0.14
304.04,283.86,20,5.6,0.15,0.14
304.04,283.86,25,5.6,0.15,0.14
304.04,283.86,30,5.6,0.15,0.14
304.04,283.86,35,5.6,0.15,0.14
303.14,283.86,0,5.8,0.15,0.14
303.14,283.86,5,5.8,0.15,0.14
303.14,283.86,10,5.8,0.15,0.14
303.14,283.86,15,5.8,0.15,0.14
303.14,283.86,20,5.8,0.15,0.14
303.14,283.86,25,5.8,0.15,0.14
303.14,283.86,30,5.8,0.15,0.14
303.14,283.86,35,5.8,0.15,0.14
302.28,283.86,0,6.0,0.15,0.14
302.28,283.86,5,6.0,0.15,0.14
302.28,283.86,10,6.0,0.15,0.14
302.28,283.86,15,6.0,0.15,0.14
302.28,283.86,20,6.0,0.15,0.14
302.28,283.86,25,6.0,0.15,0.14
302.28,283.86,30,6.0,0.15,0.14
302.28,283.86,35,6.0,0.15,0.14
301.46,283.86,0,6.2,0.15,0.14
301.46,283.86,5,6.2,0.15,0.14
301.46,283.86,10,6.2,0.15,0.14
301.46,283.86,15,6.2,0.15,0.14
301.46,283.86,20,6.2,0.15,0.14
301.46,283.86,25,6.2,0.15,0.14
301.46,283.86,30,6.2,0.15,0.14
301.46,283.86,35,6.2,0.15,0.14
300.66,283.86,0,6.4,0.15,0.14
300.66,283.86,5,6.4,0.15,0.14
300.66,283.86,10,6.4,0.15,0.14
300.66,283.86,15,6.4,0.15,0.14
300.66,283.86,20,6.4,0.15,0.14
300.66,283.86,25,6.4,0.15,0.14
300.66,283.86,30,6.4,0.15,0.14
300.66,283.86,35,6.4,0.15,0.14
299.9,283.86,0,6.6,0.15,0.14
299.9,283.86,5,6.6,0.15,0.14
299.9,283.86,10,6.6,0.15,0.14
299.9,283.86,15,6.6,0.15,0.14
299.9,283.86,20,6.6,0.15,0.14
299.9,283.86,25,6.6,0.15,0.14
299.9,283.86,30,6.6,0.15,0.14
299.9,283.86,35,6.6,0.15,0.14
299.17,283.86,0,6.8,0.15,0.14
299.17,283.86,5,6.8,0.15,0.14
299.17,283.86,10,6.8,0.15,0.14
299.17,283.86,15,6.8,0.15,0.14
299.17,283.86,20,6.8,0.15,0.14
299.17,283.86,25,6.8,0.15,0.14
299.17,283.86,30,6.8,0.15,0.14
299.17,283.86,35,6.8,0.15,0.14
298.47,283.86,0,7.0,0.15,0.14
298.47,283.86,5,7.0,0.15,0.14
298.47,283.86,10,7.0,0.15,0.14
298.47,283.86,15,7.0,0.15,0.14
298.47,283.86,20,7.0,0.15,0.14
298.47,283.86,25,7.0,0.15,0.14
298.47,283.86,30,7.0,0.15,0.14
298.47,283.86,35,7.0,0.15,0.14
297.8,283.86,0,7.2,0.15,0.14
297.8,283.86,5,7.2,0.15,0.14
297.8,283.86,10,7.2,0.15,0.14
297.8,283.86,15,7.2,0.15,0.14
297.8,283.86,20,7.2,0.15,0.14
297.8,283.86,25,7.2,0.15,0.14
297.8,283.86,30,7.2,0.15,0.14
297.8,283.86,35,7.2,0.15,0.14
297.15,283.86,0,7.4,0.15,0.14
297.15,283.86,5,7.4,0.15,0.14
297.15,283.86,10,7.4,0.15,0.14
297.15,283.86,15,7.4,0.15,0.14
297.15,283.86,20,7.4,0.15,0.14
297.15,283.86,25,7.4,0.15,0.14
297.15,283.86,30,7.4,0.15,0.14
297.15,283.86,35,7.4,0.15,0.14
296.52,283.86,0,7.6,0.15,0.14
296.52,283.86,5,7.6,0.15,0.14
296.52,283.86,10,7.6,0.15,0.14
296.52,283.86,15,7.6,0.15,0.14
296.52,283.86,20,7.6,0.15,0.14
296.52,283.86,25,7.6,0.15,0.14
296.52,283.86,30,7.6,0.15,0.14
296.52,283.86,35,7.6,0.15,0.14
295.91,283.86,0,7.8,0.15,0.14
295.91,283.86,5,7.8,0.15,0.14
295.91,283.86,10,7.8,0.15,0.14
295.91,283.86,15,7.8,0.15,0.14
295.91,283.86,20,7.8,0.15,0.14
295.91,283.86,25,7.8,0.15,0.14
295.91,283.86,30,7.8,0.15,0.14
295.91,283.86,35,7.8,0.15,0.14
295.33,283.86,0,8.0,0.15,0.14
295.33,283.86,5,8.0,0.15,0.14
295.33,283.86,10,8.0,0.15,0.14
295.33,283.86,15,8.0,0.15,0.14
295.33,283.86,20,8.0,0.15,0.14
295.33,283.86,25,8.0,0.15,0.14
295.33,283.86,30,8.0,0.15,0.14
295.33,283.86,35,8.0,0.15,0.14
294.77,283.86,0,8.2,0.15,0.14
294.77,283.86,5,8.2,0.15,0.14
294.77,283.86,10,8.2,0.15,0.14
294.77,283.86,15,8.2,0.15,0.14
294.77,283.86,20,8.2,0.15,0.14
294.77,283.86,25,8.2,0.15,0.14
294.77,283.86,30,8.2,0.15,0.14
294.77,283.86,35,8.2,0.15,0.14
294.22,283.86,0,8.4,0.15,0.14
294.22,283.86,5,8.4,0.15,0.14
294.22,283.86,10,8.4,0.15,0.14
294.22,283.86,15,8.4,0.15,0.14
294.22,283.86,20,8.4,0.15,0.14
294.22,283.86,25,8.4,0.15,0.14
294.22,283.86,30,8.4,0.15,0.14
294.22,283.86,35,8.4,0.15,0.14
293.7,283.86,0,8.6,0.15,0.14
293.7,283.86,5,8.6,0.15,0.14
293.7,283.86,10,8.6,0.15,0.14
293.7,283.86,15,8.6,0.15,0.14
293.7,283.86,20,8.6,0.15,0.14
293.7,283.86,25,8.6,0.15,0.14
293.7,283.86,30,8.6,0.15,0.14
293.7,283.86,35,8.6,0.15,0.14
293.19,283.86,0,8.8,0.15,0.14
293.19,283.86,5,8.8,0.15,0.14
293.19,283.86,10,8.8,0.15,0.14
293.19,283.86,15,8.8,0.15,0.14
293.19,283.86,20,8.8,0.15,0.14
293.19,283.86,25,8.8,0.15,0.14
293.19,283.86,30,8.8,0.15,0.14
293.19,283.86,35,8.8,0.15,0.14
292.69,283.86,0,9.0,0.15,0.14
292.69,283.86,5,9.0,0.15,0.14
292.69,283.86,10,9.0,0.15,0.14
292.69,283.86,15,9.0,0.15,0.14
292.69,283.86,20,9.0,0.15,0.14
292.69,283.86,25,9.0,0.15,0.14
292.69,283.86,30,9.0,0.15,0.14
292.69,283.86,35,9.0,0.15,0.14
292.21,283.86,0,9.2,0.15,0.14
292.21,283.86,5,9.2,0.15,0.14
292.21,283.86,10,9.2,0.15,0.14
292.21,283.86,15,9.2,0.15,0.14
292.21,283.86,20,9.2,0.15,0.14
292.21,283.86,25,9.2,0.15,0.14
292.21,283.86,30,9.2,0.15,0.14
292.21,283.86,35,9.2,0.15,0.14
291.75,283.86,0,9.4,0.15,0.14
291.75,283.86,5,9.4,0.15,0.14
291.75,283.86,10,9.4,0.15,0.14
291.75,283.86,15,9.4,0.15,0.14
291.75,283.86,20,9.4,0.15,0.14
291.75,283.86,25,9.4,0.15,0.14
291.75,283.86,30,9.4,0.15,0.14
291.75,283.86,35,9.4,0.15,0.14
291.3,283.86,0,9.6,0.15,0.14
291.3,283.86,5,9.6,0.15,0.14
291.3,283.86,10,9.6,0.15,0.14
291.3,283.86,15,9.6,0.15,0.14
291.3,283.86,20,9.6,0.15,0.14
291.3,283.86,25,9.6,0.15,0.14
291.3,283.86,30,9.6,0.15,0.14
291.3,283.86,35,9.6,0.15,0.14
290.87,283.86,0,9.8,0.15,0.14
290.87,283.86,5,9.8,0.15,0.14
290.87,283.86,10,9.8,0.15,0.14
290.87,283.86,15,9.8,0.15,0.14
290.87,283.86,20,9.8,0.15,0.14
290.87,283.86,25,9.8,0.15,0.14
290.87,283.86,30,9.8,0.15,0.14
290.87,283.86,35,9.8,0.15,0.14
310.94,281.71,0,4.2,0.155,0.14
310.94,281.71,5,4.2,0.155,0.14
310.94,281.71,10,4.2,0.155,0.14
310.94,281.71,15,4.2,0.155,0.14
310.94,281.71,20,4.2,0.155,0.14
310.94,281.71,25,4.2,0.155,0.14
310.94,281.71,30,4.2,0.155,0.14
310.94,281.71,35,4.2,0.155,0.14
309.7,281.71,0,4.4,0.155,0.14
309.7,281.71,5,4.4,0.155,0.14
309.7,281.71,10,4.4,0.155,0.14
309.7,281.71,15,4.4,0.155,0.14
309.7,281.71,20,4.4,0.155,0.14
309.7,281.71,25,4.4,0.155,0.14
309.7,281.71,30,4.4,0.155,0.14
309.7,281.71,35,4.4,0.155,0.14
308.53,281.71,0,4.6,0.155,0.14
308.53,281.71,5,4.6,0.155,0.14
308.53,281.71,10,4.6,0.155,0.14
308.53,281.71,15,4.6,0.155,0.14
308.53,281.71,20,4.6,0.155,0.14
308.53,281.71,25,4.6,0.155,0.14
308.53,281.71,30,4.6,0.155,0.14
308.53,281.71,35,4.6,0.155,0.14
307.41,281.71,0,4.8,0.155,0.14
307.41,281.71,5,4.8,0.155,0.14
307.41,281.71,10,4.8,0.155,0.14
307.41,281.71,15,4.8,0.155,0.14
307.41,281.71,20,4.8,0.155,0.14
307.41,281.71,25,4.8,0.155,0.14
307.41,281.71,30,4.8,0.155,0.14
307.41,281.71,35,4.8,0.155,0.14
306.35,281.71,0,5.0,0.155,0.14
306.35,281.71,5,5.0,0.155,0.14
306.35,281.71,10,5.0,0.155,0.14
306.35,281.71,15,5.0,0.155,0.14
306.35,281.71,20,5.0,0.155,0.14
306.35,281.71,25,5.0,0.155,0.14
306.35,281.71,30,5.0,0.155,0.14
306.35,281.71,35,5.0,0.155,0.14
305.34,281.71,0,5.2,0.155,0.14
305.34,281.71,5,5.2,0.155,0.14
305.34,281.71,10,5.2,0.155,0.14
305.34,281.71,15,5.2,0.155,0.14
305.34,281.71,20,5.2,0.155,0.14
305.34,281.71,25,5.2,0.155,0.14
305.34,281.71,30,5.2,0.155,0.14
305.34,281.71,35,5.2,0.155,0.14
304.38,281.71,0,5.4,0.155,0.14
304.38,281.71,5,5.4,0.155,0.14
304.38,281.71,10,5.4,0.155,0.14
304.38,281.71,15,5.4,0.155,0.14
304.38,281.71,20,5.4,0.155,0.14
304.38,281.71,25,5.4,0.155,0.14
304.38,281.71,30,5.4,0.155,0.14
304.38,281.71,35,5.4,0.155,0.14
303.45,281.71,0,5.6,0.155,0.14
303.45,281.71,5,5.6,0.155,0.14
303.45,281.71,10,5.6,0.155,0.14
303.45,281.71,15,5.6,0.155,0.14
303.45,281.71,20,5.6,0.155,0.14
303.45,281.71,25,5.6,0.155,0.14
303.45,281.71,30,5.6,0.155,0.14
303.45,281.71,35,5.6,0.155,0.14
302.57,281.71,0,5.8,0.155,0.14
302.57,281.71,5,5.8,0.155,0.14
302.57,281.71,10,5.8,0.155,0.14
302.57,281.71,15,5.8,0.155,0.14
302.57,281.71,20,5.8,0.155,0.14
302.57,281.71,25,5.8,0.155,0.14
302.57,281.71,30,5.8,0.155,0.14
302.57,281.71,35,5.8,0.155,0.14
301.73,281.71,0,6.0,0.155,0.14
301.73,281.71,5,6.0,0.155,0.14
301.73,281.71,10,6.0,0.155,0.14
301.73,281.71,15,6.0,0.155,0.14
301.73,281.71,20,6.0,0.155,0.14
301.73,281.71,25,6.0,0.155,0.14
301.73,281.71,30,6.0,0.155,0.14
301.73,281.71,35,6.0,0.155,0.14
300.92,281.71,0,6.2,0.155,0.14
300.92,281.71,5,6.2,0.155,0.14
300.92,281.71,10,6.2,0.155,0.14
300.92,281.71,15,6.2,0.155,0.14
300.92,281.71,20,6.2,0.155,0.14
300.92,281.71,25,6.2,0.155,0.14
300.92,281.71,30,6.2,0.155,0.14
300.92,281.71,35,6.2,0.155,0.14
300.14,281.71,0,6.4,0.155,0.14
300.14,281.71,5,6.4,0.155,0.14
300.14,281.71,10,6.4,0.155,0.14
300.14,281.71,15,6.4,0.155,0.14
300.14,281.71,20,6.4,0.155,0.14
300.14,281.71,25,6.4,0.155,0.14
300.14,281.71,30,6.4,0.155,0.14
300.14,281.71,35,6.4,0.155,0.14
299.39,281.71,0,6.6,0.155,0.14
299.39,281.71,5,6.6,0.155,0.14
299.39,281.71,10,6.6,0.155,0.14
299.39,281.71,15,6.6,0.155,0.14
299.39,281.71,20,6.6,0.155,0.14
299.39,281.71,25,6.6,0.155,0.14
299.39,281.71,30,6.6,0.155,0.14
299.39,281.71,35,6.6,0.155,0.14
298.68,281.71,0,6.8,0.155,0.14
298.68,281.71,5,6.8,0.155,0.14
298.68,281.71,10,6.8,0.155,0.14
298.68,281.71,15,6.8,0.155,0.14
298.68,281.71,20,6.8,0.155,0.14
298.68,281.71,25,6.8,0.155,0.14
298.68,281.71,30,6.8,0.155,0.14
298.68,281.71,35,6.8,0.155,0.14
297.99,281.71,0,7.0,0.155,0.14
297.99,281.71,5,7.0,0.155,0.14
297.99,281.71,10,7.0,0.155,0.14
297.99,281.71,15,7.0,0.155,0.14
297.99,281.71,20,7.0,0.155,0.14
297.99,281.71,25,7.0,0.155,0.14
297.99,281.71,30,7.0,0.155,0.14
297.99,281.71,35,7.0,0.155,0.14
297.32,281.71,0,7.2,0.155,0.14
297.32,281.71,5,7.2,0.155,0.14
297.32,281.71,10,7.2,0.155,0.14
297.32,281.71,15,7.2,0.155,0.14
297.32,281.71,20,7.2,0.155,0.14
297.32,281.71,25,7.2,0.155,0.14
297.32,281.71,30,7.2,0.155,0.14
297.32,281.71,35,7.2,0.155,0.14
296.69,281.71,0,7.4,0.155,0.14
296.69,281.71,5,7.4,0.155,0.14
296.69,281.71,10,7.4,0.155,0.14
296.69,281.71,15,7.4,0.155,0.14
296.69,281.71,20,7.4,0.155,0.14
296.69,281.71,25,7.4,0.155,0.14
296.69,281.71,30,7.4,0.155,0.14
296.69,281.71,35,7.4,0.155,0.14
296.07,281.71,0,7.6,0.155,0.14
296.07,281.71,5,7.6,0.155,0.14
296.07,281.71,10,7.6,0.155,0.14
296.07,281.71,15,7.6,0.155,0.14
296.07,281.71,20,7.6,0.155,0.14
296.07,281.71,25,7.6,0.155,0.14
296.07,281.71,30,7.6,0.155,0.14
296.07,281.71,35,7.6,0.155,0.14
295.48,281.71,0,7.8,0.155,0.14
295.48,281.71,5,7.8,0.155,0.14
295.48,281.71,10,7.8,0.155,0.14
295.48,281.71,15,7.8,0.155,0.14
295.48,281.71,20,7.8,0.155,0.14
295.48,281.71,25,7.8,0.155,0.14
295.48,281.71,30,7.8,0.155,0.14
295.48,281.71,35,7.8,0.155,0.14
294.9,281.71,0,8.0,0.155,0.14
294.9,281.71,5,8.0,0.155,0.14
294.9,281.71,10,8.0,0.155,0.14
294.9,281.71,15,8.0,0.155,0.14
294.9,281.71,20,8.0,0.155,0.14
294.9,281.71,25,8.0,0.155,0.14
294.9,281.71,30,8.0,0.155,0.14
294.9,281.71,35,8.0,0.155,0.14
294.35,281.71,0,8.2,0.155,0.14
294.35,281.71,5,8.2,0.155,0.14
294.35,281.71,10,8.2,0.155,0.14
294.35,281.71,15,8.2,0.155,0.14
294.35,281.71,20,8.2,0.155,0.14
294.35,281.71,25,8.2,0.155,0.14
294.35,281.71,30,8.2,0.155,0.14
294.35,281.71,35,8.2,0.155,0.14
293.81,281.71,0,8.4,0.155,0.14
293.81,281.71,5,8.4,0.155,0.14
293.81,281.71,10,8.4,0.155,0.14
293.81,281.71,15,8.4,0.155,0.14
293.81,281.71,20,8.4,0.155,0.14
293.81,281.71,25,8.4,0.155,0.14
293.81,281.71,30,8.4,0.155,0.14
293.81,281.71,35,8.4,0.155,0.14
293.29,281.71,0,8.6,0.155,0.14
293.29,281.71,5,8.6,0.155,0.14
293.29,281.71,10,8.6,0.155,0.14
293.29,281.71,15,8.6,0.155,0.14
293.29,281.71,20,8.6,0.155,0.14
293.29,281.71,25,8.6,0.155,0.14
293.29,281.71,30,8.6,0.155,0.14
293.29,281.71,35,8.6,0.155,0.14
292.79,281.71,0,8.8,0.155,0.14
292.79,281.71,5,8.8,0.155,0.14
292.79,281.71,10,8.8,0.155,0.14
292.79,281.71,15,8.8,0.155,0.14
292.79,281.71,20,8.8,0.155,0.14
292.79,281.71,25,8.8,0.155,0.14
292.79,281.71,30,8.8,0.155,0.14
292.79,281.71,35,8.8,0.155,0.14
292.31,281.71,0,9.0,0.155,0.14
292.31,281.71,5,9.0,0.155,0.14
292.31,281.71,10,9.0,0.155,0.14
292.31,281.71,15,9.0,0.155,0.14
292.31,281.71,20,9.0,0.155,0.14
292.31,281.71,25,9.0,0.155,0.14
292.31,281.71,30,9.0,0.155,0.14
292.31,281.71,35,9.0,0.155,0.14
291.84,281.71,0,9.2,0.155,0.14
291.84,281.71,5,9.2,0.155,0.14
291.84,281.71,10,9.2,0.155,0.14
291.84,281.71,15,9.2,0.155,0.14
291.84,281.71,20,9.2,0.155,0.14
291.84,281.71,25,9.2,0.155,0.14
291.84,281.71,30,9.2,0.155,0.14
291.84,281.71,35,9.2,0.155,0.14
291.38,281.71,0,9.4,0.155,0.14
291.38,281.71,5,9.4,0.155,0.14
291.38,281.71,10,9.4,0.155,0.14
291.38,281.71,15,9.4,0.155,0.14
291.38,281.71,20,9.4,0.155,0.14
291.38,281.71,25,9.4,0.155,0.14
291.38,281.71,30,9.4,0.155,0.14
291.38,281.71,35,9.4,0.155,0.14
290.94,281.71,0,9.6,0.155,0.14
290.94,281.71,5,9.6,0.155,0.14
290.94,281.71,10,9.6,0.155,0.14
290.94,281.71,15,9.6,0.155,0.14
290.94,281.71,20,9.6,0.155,0.14
290.94,281.71,25,9.6,0.155,0.14
290.94,281.71,30,9.6,0.155,0.14
290.94,281.71,35,9.6,0.155,0.14
290.51,281.71,0,9.8,0.155,0.14
290.51,281.71,5,9.8,0.155,0.14
290.51,281.71,10,9.8,0.155,0.14
290.51,281.71,15,9.8,0.155,0.14
290.51,281.71,20,9.8,0.155,0.14
290.51,281.71,25,9.8,0.155,0.14
290.51,281.71,30,9.8,0.155,0.14
290.51,281.71,35,9.8,0.155,0.14
310.2,279.65,0,4.2,0.16,0.14
310.2,279.65,5,4.2,0.16,0.14
310.2,279.65,10,4.2,0.16,0.14
310.2,279.65,15,4.2,0.16,0.14
310.2,279.65,20,4.2,0.16,0.14
310.2,279.65,25,4.2,0.16,0.14
310.2,279.65,30,4.2,0.16,0.14
310.2,279.65,35,4.2,0.16,0.14
308.99,279.65,0,4.4,0.16,0.14
308.99,279.65,5,4.4,0.16,0.14
308.99,279.65,10,4.4,0.16,0.14
308.99,279.65,15,4.4,0.16,0.14
308.99,279.65,20,4.4,0.16,0.14
308.99,279.65,25,4.4,0.16,0.14
308.99,279.65,30,4.4,0.16,0.14
308.99,279.65,35,4.4,0.16,0.14
307.84,279.65,0,4.6,0.16,0.14
307.84,279.65,5,4.6,0.16,0.14
307.84,279.65,10,4.6,0.16,0.14
307.84,279.65,15,4.6,0.16,0.14
307.84,279.65,20,4.6,0.16,0.14
307.84,279.65,25,4.6,0.16,0.14
307.84,279.65,30,4.6,0.16,0.14
307.84,279.65,35,4.6,0.16,0.14
306.75,279.65,0,4.8,0.16,0.14
306.75,279.65,5,4.8,0.16,0.14
306.75,279.65,10,4.8,0.16,0.14
306.75,279.65,15,4.8,0.16,0.14
306.75,279.65,20,4.8,0.16,0.14
306.75,279.65,25,4.8,0.16,0.14
306.75,279.65,30,4.8,0.16,0.14
306.75,279.65,35,4.8,0.16,0.14
305.71,279.65,0,5.0,0.16,0.14
